rank,split,image,hardcase_similarity_score,nearest_prototype,nearest_prototype_count,component_count,fg_frac,nearest_bbox_gap,nearest_center_gap,fg_bg_contrast,image_std,roi_std,top_contributors,panel
312,train,2867.png,0.760167,candidate_shared_failure,6,20,0.039879,0.000000,0.029783,0.168805,0.096931,0.097192,compactness_median;bg_mean;component_area_cv;layout_height,
313,train,1866.png,0.761864,mixed_boundary_bridge,2,24,0.029944,0.000000,0.029222,0.091961,0.070502,0.056245,bg_mean;image_mean;perimeter_area_median;boundary_fg_ratio,
314,train,1679.png,0.762040,all_hard,24,26,0.041047,0.000000,0.030826,0.171920,0.102072,0.091594,component_area_min;perimeter_area_median;component_count;boundary_fg_ratio,
315,train,3227.png,0.762157,all_hard,24,22,0.019502,0.000000,0.030790,0.042236,0.061059,0.026576,boundary_fg_ratio;compactness_median;perimeter_area_median;component_area_iqr,
316,train,6717.png,0.762679,all_hard,24,23,0.030782,0.000000,0.026397,0.379738,0.175112,0.183512,layout_cy_median;fg_bg_contrast;component_area_cv;roi_std,
317,train,3329.png,0.763465,severe_boundary_shift,6,18,0.052043,0.000000,0.031489,0.042858,0.044740,0.027934,fg_mean;perimeter_area_median;component_area_max;image_std,
318,train,6083.png,0.763967,mixed_boundary_bridge,2,25,0.029376,0.000000,0.029606,0.390503,0.199196,0.204356,bg_mean;compactness_median;image_mean;fg_bg_contrast,
319,train,14742.png,0.764015,underreach_high_precision,4,26,0.018831,0.000000,0.036854,0.334279,0.167783,0.181137,layout_cy_median;layout_width;aspect_median;layout_height,
320,train,6567.png,0.764410,all_hard,24,23,0.040962,0.000000,0.024225,0.362161,0.180521,0.180629,nearest_center_gap;component_area_max;fg_bg_contrast;fg_std,
321,train,15497.png,0.766020,all_hard,24,23,0.039049,0.000000,0.026089,0.308418,0.148588,0.150210,compactness_median;component_area_max;layout_cy_median;layout_width,
322,train,12621.png,0.766162,underreach_high_precision,4,27,0.030058,0.000000,0.028170,0.390680,0.166457,0.175139,nearest_center_gap;component_area_iqr;perimeter_area_median;fg_bg_contrast,
323,train,11830.png,0.766958,underreach_high_precision,4,26,0.021690,0.000000,0.027056,0.299803,0.158115,0.154877,nearest_center_gap;boundary_fg_ratio;layout_width;perimeter_area_median,
324,train,3271.png,0.767077,under_separated_bridge,6,27,0.040321,0.000000,0.031399,0.043942,0.055667,0.031069,compactness_median;component_count;component_area_median;component_area_cv,
325,train,1613.png,0.767078,all_hard,24,23,0.029620,0.000000,0.024983,0.231756,0.096855,0.100280,layout_width;perimeter_area_median;boundary_fg_ratio;nearest_center_gap,
326,train,15582.png,0.767254,severe_boundary_shift,6,23,0.041794,0.000000,0.028331,0.338408,0.170044,0.174828,component_area_iqr;thin_component_frac;component_area_max;bg_mean,
327,train,3085.png,0.768439,under_separated_bridge,6,23,0.048060,0.000000,0.032182,0.048156,0.055810,0.039237,compactness_median;component_area_min;component_area_median;nearest_center_gap,
328,train,6590.png,0.770159,all_hard,24,26,0.036465,0.000000,0.030523,0.370533,0.183777,0.193277,fg_bg_contrast;fg_std;roi_std;component_count,
329,train,12482.png,0.770502,underreach_high_precision,4,27,0.031192,0.000000,0.034777,0.392908,0.178859,0.195773,component_area_iqr;layout_height;layout_cy_span;layout_cy_median,
330,train,1893.png,0.770642,severe_boundary_shift,6,19,0.034903,0.000000,0.029054,0.274473,0.125447,0.138443,compactness_median;component_area_min;component_area_median;fg_frac,
331,train,15518.png,0.771035,all_hard,24,23,0.039472,0.000000,0.028049,0.232355,0.278689,0.169180,image_std;component_area_max;fg_std;roi_std,
332,train,1833.png,0.772642,severe_boundary_shift,6,22,0.055651,0.000000,0.027659,0.119102,0.100289,0.061187,bg_mean;image_mean;compactness_median;component_area_max,
333,val,15274.png,0.774308,mixed_boundary_bridge,2,27,0.021840,0.000000,0.027709,0.236600,0.181381,0.139150,image_mean;bg_mean;compactness_median;layout_cy_median,
334,train,9806.png,0.774652,mixed_boundary_bridge,2,24,0.018990,0.000000,0.032402,0.332997,0.183625,0.178704,thin_component_frac;bg_mean;image_mean;compactness_median,
335,train,10779.png,0.776640,all_hard,24,26,0.023091,0.000000,0.026642,0.330956,0.159144,0.166238,layout_cy_median;component_count;component_area_min;fg_bg_contrast,
336,train,13682.png,0.776745,all_hard,24,24,0.033496,0.000000,0.030049,0.378156,0.212133,0.212469,fg_std;thin_component_frac;roi_std;fg_bg_contrast,
337,train,1782.png,0.776892,candidate_fixable,7,26,0.020268,0.000000,0.028362,0.228805,0.142866,0.084497,component_count;nearest_center_gap;compactness_median;aspect_median,
338,val,6918.png,0.777943,underreach_high_precision,4,27,0.020665,0.000000,0.025598,0.315007,0.224930,0.186682,nearest_center_gap;thin_component_frac;aspect_median;layout_cy_median,
339,train,14778.png,0.778015,candidate_fixable,7,26,0.014497,0.000000,0.027505,0.365703,0.185789,0.185837,nearest_center_gap;component_count;fg_bg_contrast;layout_height,
340,train,3447.png,0.778181,candidate_shared_failure,6,23,0.043998,0.000000,0.028245,0.072172,0.091238,0.030452,aspect_median;layout_width;component_area_min;component_area_cv,
341,train,6955.png,0.778249,all_hard,24,25,0.041920,0.000000,0.031835,0.358742,0.200376,0.197409,roi_std;component_area_iqr;fg_bg_contrast;image_std,
342,train,3034.png,0.778331,overmask_low_precision,7,23,0.039301,0.000000,0.024532,0.060810,0.069216,0.031637,compactness_median;layout_height;layout_cy_span;component_area_max,
343,train,15408.png,0.779314,severe_boundary_shift,6,24,0.041192,0.000000,0.031307,0.379383,0.203662,0.198301,component_area_min;component_area_max;roi_std;image_std,
344,val,15040.png,0.779821,all_hard,24,25,0.025599,0.000000,0.026154,0.375968,0.192046,0.190468,fg_bg_contrast;layout_height;layout_cy_span;roi_std,
345,train,2184.png,0.780491,under_separated_bridge,6,27,0.025066,0.000000,0.023483,0.062998,0.050011,0.035815,image_mean;bg_mean;nearest_center_gap;component_count,
346,train,3459.png,0.780668,under_separated_bridge,6,26,0.029705,0.000000,0.028284,0.039616,0.049982,0.024962,compactness_median;layout_width;component_count;layout_cy_median,
347,train,11115.png,0.781239,candidate_fixable,7,25,0.013639,0.000000,0.027400,0.282240,0.189995,0.163903,aspect_median;nearest_center_gap;component_count;layout_height,
348,train,15510.png,0.781748,all_hard,24,24,0.034445,0.000000,0.029770,0.305173,0.152034,0.154821,component_area_cv;component_area_max;bg_mean;image_mean,
349,train,15503.png,0.783889,all_hard,24,26,0.027195,0.000000,0.027977,0.399630,0.206520,0.210249,fg_std;fg_bg_contrast;roi_std;image_std,
350,train,1849.png,0.785872,all_hard,24,25,0.024576,0.000000,0.033158,0.131155,0.076498,0.073706,layout_cy_median;image_mean;bg_mean;fg_mean,
351,train,15563.png,0.786563,all_hard,24,27,0.029882,0.000000,0.023860,0.359345,0.189946,0.187889,component_count;nearest_center_gap;fg_std;fg_bg_contrast,
352,train,14589.png,0.786665,candidate_fixable,7,23,0.014945,0.000000,0.026950,0.306388,0.173638,0.165287,nearest_center_gap;layout_cy_median;perimeter_area_median;layout_height,
353,train,14842.png,0.787562,candidate_fixable,7,24,0.013613,0.000000,0.028872,0.263113,0.195307,0.154555,thin_component_frac;perimeter_area_median;layout_height;layout_cy_span,
354,train,3127.png,0.787981,candidate_shared_failure,6,19,0.041204,0.000000,0.027103,0.046040,0.047647,0.047679,component_area_min;compactness_median;component_area_iqr;component_count,
355,train,14064.png,0.788528,underreach_high_precision,4,22,0.011663,0.000000,0.031215,0.294536,0.174415,0.164317,thin_component_frac;perimeter_area_median;nearest_center_gap;boundary_fg_ratio,
356,train,15608.png,0.789960,underreach_high_precision,4,27,0.023133,0.000000,0.026687,0.332275,0.187579,0.179015,nearest_center_gap;aspect_median;thin_component_frac;layout_cy_median,
357,train,1571.png,0.790359,mixed_boundary_bridge,2,26,0.044017,0.000000,0.030677,0.251216,0.166693,0.167355,boundary_fg_ratio;perimeter_area_median;component_area_median;fg_frac,
358,train,3876.png,0.790771,underreach_high_precision,4,27,0.026620,0.000000,0.029919,0.102290,0.115366,0.023847,nearest_center_gap;component_area_min;roi_std;fg_std,
359,train,14271.png,0.791629,underreach_high_precision,4,23,0.010416,0.000000,0.032438,0.285285,0.150901,0.151853,perimeter_area_median;thin_component_frac;boundary_fg_ratio;nearest_center_gap,
360,train,1563.png,0.792464,severe_boundary_shift,6,22,0.043597,0.000000,0.028672,0.266140,0.148670,0.156946,component_area_max;component_area_cv;image_mean;bg_mean,
361,train,15355.png,0.794267,mixed_boundary_bridge,2,26,0.023469,0.000000,0.025103,0.382755,0.189331,0.197101,fg_mean;nearest_center_gap;image_mean;bg_mean,
362,train,3121.png,0.794331,under_separated_bridge,6,26,0.033325,0.000000,0.032074,0.058440,0.049516,0.047435,compactness_median;image_mean;bg_mean;nearest_center_gap,
363,train,15007.png,0.794969,mixed_boundary_bridge,2,27,0.026232,0.000000,0.029357,0.386233,0.173745,0.180166,layout_cy_median;bg_mean;image_mean;fg_bg_contrast,
364,train,1623.png,0.795184,mixed_boundary_bridge,2,26,0.031610,0.000000,0.026176,0.192420,0.109180,0.090430,perimeter_area_median;image_mean;bg_mean;nearest_center_gap,
365,train,2912.png,0.795753,under_separated_bridge,6,22,0.035184,0.000000,0.030326,0.060021,0.043600,0.038693,image_mean;bg_mean;component_area_cv;thin_component_frac,
366,val,10624.png,0.795879,underreach_high_precision,4,26,0.026084,0.000000,0.034128,0.381905,0.172129,0.201945,layout_cy_median;component_area_min;layout_height;layout_cy_span,
367,train,15498.png,0.796333,severe_boundary_shift,6,22,0.037678,0.000000,0.029940,0.329756,0.177635,0.182611,component_area_iqr;compactness_median;perimeter_area_median;bg_mean,
368,train,1796.png,0.796334,severe_boundary_shift,6,20,0.058717,0.000000,0.032329,0.149724,0.112633,0.092447,component_area_min;bg_mean;image_mean;thin_component_frac,
369,train,6905.png,0.796610,mixed_boundary_bridge,2,27,0.015716,0.000000,0.023306,0.294392,0.161782,0.152400,nearest_center_gap;thin_component_frac;component_area_median;component_area_min,
370,train,12648.png,0.796885,candidate_fixable,7,25,0.013472,0.000000,0.025933,0.328756,0.166017,0.159760,nearest_center_gap;component_count;component_area_min;layout_height,
371,train,14481.png,0.797477,mixed_boundary_bridge,2,26,0.035302,0.000000,0.035585,0.399365,0.215153,0.213270,layout_height;layout_cy_span;fg_bg_contrast;image_std,
372,train,15278.png,0.797715,all_hard,24,27,0.031890,0.000000,0.027717,0.320255,0.181726,0.180945,component_count;component_area_cv;fg_std;layout_width,
373,train,1520.png,0.799526,all_hard,24,24,0.025507,0.000000,0.023630,0.293575,0.150502,0.163035,nearest_center_gap;perimeter_area_median;layout_height;layout_cy_span,
374,train,12651.png,0.799666,candidate_fixable,7,25,0.010909,0.000000,0.025129,0.361743,0.174961,0.174251,nearest_center_gap;component_count;fg_bg_contrast;perimeter_area_median,
375,train,1808.png,0.799928,candidate_fixable,7,23,0.015403,0.000000,0.026343,0.111252,0.076811,0.060095,compactness_median;nearest_center_gap;layout_cy_median;layout_height,
376,val,1807.png,0.800122,severe_boundary_shift,6,22,0.054834,0.000000,0.031794,0.126164,0.070863,0.063045,bg_mean;image_mean;component_area_iqr;aspect_median,
377,train,1498.png,0.801783,severe_boundary_shift,6,24,0.037593,0.000000,0.027425,0.329338,0.182015,0.186308,component_area_max;compactness_median;component_area_min;component_area_iqr,
378,train,1758.png,0.802179,all_hard,24,24,0.031905,0.000000,0.025860,0.093831,0.059877,0.059328,image_mean;bg_mean;perimeter_area_median;boundary_fg_ratio,
379,train,13534.png,0.803569,candidate_fixable,7,26,0.015500,0.000000,0.024827,0.353183,0.206623,0.190702,nearest_center_gap;component_count;fg_bg_contrast;component_area_cv,
380,val,12498.png,0.803606,severe_boundary_shift,6,24,0.043269,0.000000,0.031779,0.359050,0.182708,0.182364,component_area_max;fg_std;layout_height;layout_cy_span,
381,train,15399.png,0.806483,all_hard,24,25,0.028261,0.000000,0.025690,0.413978,0.168474,0.196124,fg_bg_contrast;fg_std;roi_std;thin_component_frac,
382,train,15151.png,0.807833,all_hard,24,24,0.032042,0.000000,0.029422,0.338769,0.162169,0.166297,bg_mean;image_mean;component_area_cv;fg_std,
383,train,12619.png,0.808153,all_hard,24,24,0.033326,0.000000,0.025511,0.380683,0.181425,0.193001,fg_bg_contrast;layout_cy_median;fg_std;aspect_median,
384,train,15537.png,0.808317,all_hard,24,26,0.042777,0.000000,0.031158,0.348892,0.213047,0.196083,fg_std;image_std;roi_std;component_area_iqr,
385,train,3863.png,0.808473,underreach_high_precision,4,24,0.021605,0.000000,0.029398,0.062355,0.087515,0.028401,nearest_center_gap;roi_std;fg_std;fg_bg_contrast,
386,train,3928.png,0.808533,mixed_boundary_bridge,2,27,0.027317,0.000000,0.027650,0.141449,0.085877,0.051751,perimeter_area_median;boundary_fg_ratio;layout_width;aspect_median,
387,val,3468.png,0.808838,under_separated_bridge,6,25,0.028872,0.000000,0.023648,0.088761,0.082695,0.026687,layout_width;compactness_median;nearest_center_gap;thin_component_frac,
388,train,7563.png,0.809401,underreach_high_precision,4,26,0.036796,0.000000,0.038031,0.349753,0.181624,0.182939,layout_height;layout_cy_span;component_area_cv;layout_cy_median,
389,train,15173.png,0.810003,all_hard,24,27,0.028396,0.000000,0.030528,0.334386,0.162541,0.172760,component_count;component_area_cv;thin_component_frac;fg_bg_contrast,
390,train,1680.png,0.810082,severe_boundary_shift,6,23,0.062644,0.000000,0.031155,0.101134,0.063460,0.050663,component_area_median;compactness_median;bg_mean;image_mean,
391,train,6417.png,0.810191,all_hard,24,23,0.033769,0.000000,0.032469,0.409275,0.204445,0.206557,fg_bg_contrast;fg_std;compactness_median;roi_std,
392,val,1736.png,0.810226,all_hard,24,25,0.042436,0.000000,0.029068,0.227189,0.148406,0.089847,compactness_median;component_area_median;perimeter_area_median;layout_width,
393,train,15598.png,0.811041,all_hard,24,23,0.032769,0.000000,0.024833,0.374362,0.185480,0.194206,component_area_cv;fg_std;fg_bg_contrast;roi_std,
394,train,1820.png,0.812797,candidate_fixable,7,21,0.007759,0.000000,0.028933,0.138441,0.095002,0.083969,layout_height;layout_cy_span;nearest_center_gap;aspect_median,
395,train,12854.png,0.813069,severe_boundary_shift,6,22,0.040464,0.000000,0.028388,0.369005,0.192445,0.192647,component_area_iqr;perimeter_area_median;layout_cy_median;component_area_max,
396,train,1503.png,0.813438,mixed_boundary_bridge,2,25,0.031296,0.000000,0.027114,0.214087,0.138579,0.116003,image_mean;bg_mean;boundary_fg_ratio;perimeter_area_median,
397,train,1741.png,0.813970,severe_boundary_shift,6,17,0.047240,0.000000,0.026486,0.233437,0.132541,0.091523,component_area_iqr;component_area_median;component_count;component_area_max,
398,train,2507.png,0.814514,under_separated_bridge,6,22,0.051281,0.000000,0.025639,0.063250,0.053842,0.042634,image_mean;bg_mean;component_area_iqr;fg_frac,
399,val,1674.png,0.815530,all_hard,24,24,0.029646,0.000000,0.022477,0.163743,0.126300,0.087984,nearest_center_gap;perimeter_area_median;layout_cy_median;boundary_fg_ratio,
400,train,3492.png,0.816186,candidate_fixable,7,19,0.008864,0.000000,0.027874,0.216524,0.120794,0.069353,layout_cy_median;layout_height;layout_cy_span;nearest_center_gap,
401,train,12278.png,0.817314,underreach_high_precision,4,26,0.017806,0.000000,0.028550,0.365041,0.153169,0.179261,nearest_center_gap;layout_cy_median;perimeter_area_median;component_area_min,
402,train,1713.png,0.817866,severe_boundary_shift,6,20,0.043401,0.000000,0.031952,0.238046,0.130489,0.126938,layout_cy_median;component_area_iqr;component_area_min;layout_width,
403,train,2096.png,0.819052,candidate_shared_failure,6,20,0.042435,0.000000,0.031398,0.045691,0.050788,0.029140,component_area_cv;component_area_max;aspect_median;compactness_median,
404,val,1828.png,0.820119,all_hard,24,26,0.021308,0.000000,0.023187,0.173879,0.101805,0.077042,nearest_center_gap;perimeter_area_median;aspect_median;component_count,
405,train,2167.png,0.820558,overmask_low_precision,7,20,0.029022,0.000000,0.025829,0.114754,0.098727,0.040035,layout_cy_median;component_area_median;component_count;compactness_median,
406,train,2176.png,0.821919,under_separated_bridge,6,26,0.026170,0.000000,0.027146,0.050926,0.049896,0.030893,image_mean;bg_mean;component_area_min;component_area_median,
407,train,1550.png,0.822464,mixed_boundary_bridge,2,26,0.019728,0.000000,0.025422,0.269979,0.144254,0.105506,nearest_center_gap;layout_cy_median;image_mean;bg_mean,
408,train,2985.png,0.822536,under_separated_bridge,6,27,0.037857,0.000000,0.033147,0.084904,0.091225,0.026408,compactness_median;nearest_center_gap;component_count;component_area_cv,
409,train,3672.png,0.822944,all_hard,24,25,0.027526,0.000000,0.032864,0.081320,0.088906,0.042618,compactness_median;component_area_min;component_area_cv;fg_mean,
410,train,8091.png,0.823677,all_hard,24,25,0.029235,0.000000,0.028486,0.379128,0.197566,0.195408,aspect_median;fg_std;fg_bg_contrast;roi_std,
411,train,7970.png,0.823794,severe_boundary_shift,6,21,0.045663,0.000000,0.027710,0.319080,0.191013,0.175180,layout_cy_median;component_area_min;thin_component_frac;compactness_median,
412,train,2573.png,0.824470,overmask_low_precision,7,23,0.034707,0.000000,0.019398,0.061660,0.037411,0.036071,image_mean;bg_mean;nearest_center_gap;compactness_median,
413,train,7939.png,0.825253,all_hard,24,23,0.031257,0.000000,0.028757,0.339306,0.175187,0.179747,component_area_cv;aspect_median;fg_std;component_area_max,
414,train,1851.png,0.827573,candidate_fixable,7,23,0.016101,0.000000,0.027585,0.151167,0.078143,0.078790,layout_cy_median;nearest_center_gap;fg_mean;layout_height,
415,train,3331.png,0.828861,candidate_shared_failure,6,21,0.043955,0.000000,0.028638,0.080463,0.051592,0.047639,image_mean;bg_mean;compactness_median;component_area_min,
416,train,5409.png,0.829279,candidate_fixable,7,26,0.022230,0.000000,0.025633,0.326301,0.144738,0.155912,nearest_center_gap;component_count;fg_bg_contrast;layout_height,
417,train,1625.png,0.829391,severe_boundary_shift,6,23,0.048952,0.000000,0.028091,0.187466,0.128259,0.101326,bg_mean;image_mean;layout_cy_median;thin_component_frac,
418,train,13821.png,0.829705,candidate_fixable,7,24,0.012638,0.000000,0.024217,0.275560,0.162629,0.151693,nearest_center_gap;layout_height;layout_cy_span;component_count,
419,train,11917.png,0.829781,all_hard,24,27,0.026821,0.000000,0.030903,0.215491,0.182325,0.131268,aspect_median;component_count;component_area_cv;thin_component_frac,
420,train,1925.png,0.831357,severe_boundary_shift,6,21,0.036915,0.000000,0.025416,0.253553,0.114684,0.119230,compactness_median;component_area_iqr;component_area_median;thin_component_frac,
421,train,2837.png,0.831544,under_separated_bridge,6,25,0.049805,0.000000,0.028461,0.041543,0.055035,0.026634,layout_height;layout_cy_span;compactness_median;component_area_iqr,
422,train,13102.png,0.832193,mixed_boundary_bridge,2,26,0.027982,0.000000,0.033940,0.308864,0.185623,0.174571,image_mean;bg_mean;fg_mean;aspect_median,
423,train,1867.png,0.832259,severe_boundary_shift,6,23,0.044051,0.000000,0.029197,0.091910,0.061846,0.052679,bg_mean;image_mean;component_area_min;aspect_median,
424,train,2385.png,0.832569,mixed_boundary_bridge,2,25,0.017546,0.000000,0.026685,0.034115,0.044242,0.023374,layout_width;perimeter_area_median;fg_mean;image_std,
425,train,3146.png,0.833320,candidate_shared_failure,6,20,0.042800,0.000000,0.031618,0.059232,0.048433,0.040876,image_mean;bg_mean;compactness_median;component_area_min,
426,train,14400.png,0.833594,mixed_boundary_bridge,2,25,0.019218,0.000000,0.027427,0.326686,0.210515,0.173520,thin_component_frac;component_area_cv;bg_mean;image_mean,
427,train,14358.png,0.833710,candidate_fixable,7,26,0.017650,0.000000,0.025278,0.361409,0.190301,0.184598,nearest_center_gap;component_count;component_area_cv;fg_bg_contrast,
428,train,3436.png,0.833852,candidate_shared_failure,6,22,0.060500,0.000000,0.032109,0.045706,0.060300,0.030142,component_area_min;component_area_median;fg_frac;component_area_max,
429,train,1690.png,0.834735,under_separated_bridge,6,26,0.032536,0.000000,0.024667,0.097955,0.055346,0.066307,compactness_median;perimeter_area_median;layout_cy_median;nearest_center_gap,
430,train,1790.png,0.835736,all_hard,24,25,0.023549,0.000000,0.024449,0.232347,0.130599,0.091333,layout_width;perimeter_area_median;compactness_median;layout_height,
431,train,6899.png,0.835845,underreach_high_precision,4,25,0.026248,0.000000,0.029757,0.478811,0.214928,0.250585,nearest_center_gap;fg_mean;fg_bg_contrast;layout_cy_median,
432,val,1666.png,0.835906,under_separated_bridge,6,25,0.043361,0.000000,0.024723,0.165579,0.120826,0.086806,aspect_median;perimeter_area_median;boundary_fg_ratio;nearest_center_gap,
433,train,11013.png,0.836510,mixed_boundary_bridge,2,27,0.027775,0.000000,0.027065,0.338247,0.175959,0.181896,fg_mean;image_mean;bg_mean;layout_width,
434,train,1632.png,0.836963,severe_boundary_shift,6,24,0.046622,0.000000,0.027855,0.150924,0.091414,0.060658,bg_mean;image_mean;layout_cy_median;thin_component_frac,
435,train,9816.png,0.840006,all_hard,24,26,0.025548,0.000000,0.023396,0.364329,0.196576,0.185559,thin_component_frac;nearest_center_gap;fg_std;fg_bg_contrast,
436,train,15584.png,0.840853,candidate_fixable,7,22,0.018636,0.000000,0.026205,0.270938,0.184675,0.157321,nearest_center_gap;aspect_median;layout_cy_median;compactness_median,
437,train,14752.png,0.840949,candidate_fixable,7,23,0.011640,0.000000,0.028061,0.368153,0.189017,0.186304,component_area_cv;perimeter_area_median;nearest_center_gap;fg_bg_contrast,
438,train,1463.png,0.841561,severe_boundary_shift,6,20,0.038318,0.000000,0.025328,0.265538,0.143496,0.145795,component_area_iqr;component_area_cv;component_area_min;nearest_center_gap,
439,train,1688.png,0.842649,severe_boundary_shift,6,25,0.044602,0.000000,0.027405,0.255293,0.146224,0.151302,component_area_cv;component_area_max;component_count;component_area_iqr,
440,train,6812.png,0.842835,severe_boundary_shift,6,21,0.041277,0.000000,0.030806,0.380546,0.179791,0.183900,aspect_median;component_area_min;compactness_median;component_area_median,
441,train,3081.png,0.843914,underreach_high_precision,4,25,0.024382,0.000000,0.034851,0.043749,0.049382,0.026803,image_std;compactness_median;roi_std;fg_std,
442,train,15402.png,0.845053,all_hard,24,24,0.031616,0.000000,0.024682,0.387588,0.200087,0.200013,fg_bg_contrast;component_area_cv;layout_cy_median;fg_mean,
443,train,1845.png,0.845686,severe_boundary_shift,6,21,0.047915,0.000000,0.028333,0.115286,0.067872,0.048420,bg_mean;image_mean;component_area_cv;component_area_iqr,
444,val,3354.png,0.846246,under_separated_bridge,6,27,0.025457,0.000000,0.027892,0.062046,0.038251,0.034004,compactness_median;image_mean;bg_mean;aspect_median,
445,train,3579.png,0.846491,candidate_shared_failure,6,21,0.050272,0.000000,0.027856,0.040525,0.062869,0.032349,component_area_min;component_area_max;compactness_median;component_area_median,
446,train,15557.png,0.847425,all_hard,24,25,0.030970,0.000000,0.025619,0.390444,0.201424,0.199099,fg_bg_contrast;fg_std;layout_cy_median;roi_std,
447,train,10043.png,0.847949,mixed_boundary_bridge,2,26,0.019838,0.000000,0.030573,0.310376,0.184351,0.178739,image_mean;bg_mean;fg_mean;compactness_median,
448,train,3050.png,0.848227,under_separated_bridge,6,25,0.043747,0.000000,0.036308,0.043736,0.051319,0.028450,nearest_center_gap;compactness_median;component_area_min;layout_width,
449,train,4089.png,0.848998,mixed_boundary_bridge,2,24,0.025678,0.000000,0.026124,0.364217,0.206398,0.215975,perimeter_area_median;boundary_fg_ratio;layout_width;nearest_center_gap,
450,val,7259.png,0.849659,all_hard,24,26,0.020962,0.000000,0.024450,0.340955,0.162978,0.161508,aspect_median;nearest_center_gap;bg_mean;component_count,
451,train,1602.png,0.849809,under_separated_bridge,6,23,0.038002,0.000000,0.026553,0.139679,0.065891,0.072971,perimeter_area_median;component_area_iqr;layout_width;boundary_fg_ratio,
452,train,14022.png,0.851469,underreach_high_precision,4,23,0.011746,0.000000,0.036243,0.246521,0.183707,0.150074,component_area_min;layout_height;layout_cy_span;aspect_median,
453,train,1854.png,0.851678,severe_boundary_shift,6,19,0.035448,0.000000,0.027546,0.208122,0.121195,0.098057,component_area_iqr;component_area_min;component_area_median;thin_component_frac,
454,train,14447.png,0.851902,all_hard,24,24,0.022316,0.000000,0.022551,0.313361,0.152092,0.157976,nearest_center_gap;thin_component_frac;layout_width;component_area_median,
455,train,15606.png,0.854953,all_hard,24,23,0.039388,0.000000,0.028331,0.377956,0.208196,0.198807,component_area_max;component_area_cv;fg_std;fg_bg_contrast,
456,train,2353.png,0.855149,underreach_high_precision,4,25,0.016998,0.000000,0.032366,0.045698,0.081835,0.024027,fg_mean;roi_std;fg_std;boundary_fg_ratio,
457,train,6882.png,0.855999,all_hard,24,25,0.027432,0.000000,0.026797,0.355948,0.181575,0.187331,layout_cy_median;aspect_median;fg_std;fg_bg_contrast,
458,train,3936.png,0.856425,all_hard,24,19,0.032234,0.000000,0.024688,0.236283,0.115526,0.113182,component_area_cv;boundary_fg_ratio;component_area_max;perimeter_area_median,
459,val,3602.png,0.856483,under_separated_bridge,6,26,0.053150,0.000000,0.031684,0.064968,0.077610,0.028221,layout_height;layout_cy_span;compactness_median;component_area_iqr,
460,train,1778.png,0.856580,all_hard,24,22,0.026754,0.000000,0.022433,0.194834,0.079005,0.093702,nearest_center_gap;component_area_cv;image_mean;bg_mean,
461,train,11112.png,0.858088,underreach_high_precision,4,27,0.029311,0.000000,0.036829,0.330930,0.147340,0.165998,layout_cy_median;component_area_median;perimeter_area_median;layout_height,
462,train,2953.png,0.858314,under_separated_bridge,6,25,0.037238,0.000000,0.030350,0.061368,0.043803,0.037192,layout_cy_median;image_mean;bg_mean;compactness_median,
463,train,3568.png,0.858464,under_separated_bridge,6,24,0.049689,0.000000,0.031601,0.083055,0.078039,0.033863,component_area_iqr;thin_component_frac;compactness_median;layout_height,
464,train,1477.png,0.859026,severe_boundary_shift,6,25,0.042698,0.000000,0.031864,0.246966,0.150153,0.136042,component_area_max;layout_width;component_area_cv;layout_cy_median,
465,train,15544.png,0.859033,all_hard,24,28,0.035481,0.000000,0.029248,0.363506,0.195421,0.194770,component_count;compactness_median;fg_std;fg_bg_contrast,
466,train,3211.png,0.861012,under_separated_bridge,6,20,0.044702,0.000000,0.030087,0.054577,0.052153,0.043312,component_area_iqr;component_count;compactness_median;thin_component_frac,
467,train,13837.png,0.861871,all_hard,24,21,0.033208,0.000000,0.026222,0.316463,0.199522,0.177109,component_area_cv;component_area_max;fg_std;image_std,
468,val,6606.png,0.861873,severe_boundary_shift,6,24,0.044125,0.000000,0.031277,0.346557,0.177002,0.174201,thin_component_frac;component_area_max;component_area_cv;bg_mean,
469,train,1668.png,0.862440,all_hard,24,26,0.032544,0.000000,0.023953,0.206545,0.121913,0.093978,aspect_median;layout_width;perimeter_area_median;nearest_center_gap,
470,val,2248.png,0.863109,candidate_shared_failure,6,22,0.032517,0.000000,0.024125,0.046093,0.036792,0.027064,layout_cy_median;layout_height;layout_cy_span;aspect_median,
471,train,3330.png,0.863137,severe_boundary_shift,6,21,0.046770,0.000000,0.034204,0.042589,0.059342,0.036280,boundary_fg_ratio;fg_mean;thin_component_frac;component_area_min,
472,train,3421.png,0.864485,severe_boundary_shift,6,24,0.061603,0.000000,0.024343,0.038635,0.050682,0.026537,component_area_median;nearest_center_gap;component_area_cv;boundary_fg_ratio,
473,train,1763.png,0.865042,all_hard,24,24,0.023631,0.000000,0.023680,0.154337,0.067552,0.062100,image_mean;bg_mean;nearest_center_gap;layout_height,
474,train,3612.png,0.866019,under_separated_bridge,6,23,0.043846,0.000000,0.030947,0.084456,0.082230,0.026959,thin_component_frac;layout_height;layout_cy_span;layout_width,
475,train,1902.png,0.866507,severe_boundary_shift,6,20,0.035908,0.000000,0.026050,0.304038,0.122840,0.129628,component_area_iqr;layout_height;layout_cy_span;image_mean,
